gvkey,conm
19517,ONE GAS INC
19517,ONE GAS INC
19517,ONE GAS INC
19518,KNOWLES CORP
19518,KNOWLES CORP
19518,KNOWLES CORP
19518,KNOWLES CORP
19518,KNOWLES CORP
19518,KNOWLES CORP
19518,KNOWLES CORP
19518,KNOWLES CORP
19518,KNOWLES CORP
19519,HESS RETAIL CORP  -SPN
19519,HESS RETAIL CORP  -SPN
19519,HESS RETAIL CORP  -SPN
19520,VANECK VECTORS SH HI-YLD MUN
19520,VANECK VECTORS SH HI-YLD MUN
19520,VANECK VECTORS SH HI-YLD MUN
19520,VANECK VECTORS SH HI-YLD MUN
19520,VANECK VECTORS SH HI-YLD MUN
19522,POWERSHARES CONTRARIAN OPPS
19522,POWERSHARES CONTRARIAN OPPS
19522,POWERSHARES CONTRARIAN OPPS
19525,AGROFRESH SOLUTIONS INC
19525,AGROFRESH SOLUTIONS INC
19525,AGROFRESH SOLUTIONS INC
19525,AGROFRESH SOLUTIONS INC
19525,AGROFRESH SOLUTIONS INC
19525,AGROFRESH SOLUTIONS INC
19525,AGROFRESH SOLUTIONS INC
19526,FARMLAND PARTNERS INC
19526,FARMLAND PARTNERS INC
19526,FARMLAND PARTNERS INC
19526,FARMLAND PARTNERS INC
19526,FARMLAND PARTNERS INC
19526,FARMLAND PARTNERS INC
19526,FARMLAND PARTNERS INC
19527,MICROLIN BIO INC  -REDH
19528,1347 PROPERTY INS HLDGS INC
19528,1347 PROPERTY INS HLDGS INC
19528,1347 PROPERTY INS HLDGS INC
19528,1347 PROPERTY INS HLDGS INC
19528,1347 PROPERTY INS HLDGS INC
19528,1347 PROPERTY INS HLDGS INC
19528,1347 PROPERTY INS HLDGS INC
19529,COASTWAY BANCORP INC
19529,COASTWAY BANCORP INC
19529,COASTWAY BANCORP INC
19529,COASTWAY BANCORP INC
19529,COASTWAY BANCORP INC
19529,COASTWAY BANCORP INC
19529,COASTWAY BANCORP INC
19529,COASTWAY BANCORP INC
19529,COASTWAY BANCORP INC
19529,COASTWAY BANCORP INC
19529,COASTWAY BANCORP INC
19529,COASTWAY BANCORP INC
19529,COASTWAY BANCORP INC
19529,COASTWAY BANCORP INC
19530,HORIZONS BETAPRO MSCI JPN BU
19534,CONCERT PHARMACEUTICLS INC
19534,CONCERT PHARMACEUTICLS INC
19534,CONCERT PHARMACEUTICLS INC
19534,CONCERT PHARMACEUTICLS INC
19534,CONCERT PHARMACEUTICLS INC
19534,CONCERT PHARMACEUTICLS INC
19534,CONCERT PHARMACEUTICLS INC
19534,CONCERT PHARMACEUTICLS INC
19538,STERLING FINANCIAL CORP/WA
19538,STERLING FINANCIAL CORP/WA
19538,STERLING FINANCIAL CORP/WA
19538,STERLING FINANCIAL CORP/WA
19538,STERLING FINANCIAL CORP/WA
19538,STERLING FINANCIAL CORP/WA
19538,STERLING FINANCIAL CORP/WA
19538,STERLING FINANCIAL CORP/WA
19542,ADVISORSHARES SAGE CORE RSRV
19542,ADVISORSHARES SAGE CORE RSRV
19542,ADVISORSHARES SAGE CORE RSRV
19542,ADVISORSHARES SAGE CORE RSRV
19542,ADVISORSHARES SAGE CORE RSRV
19545,AMERICAN CAPITAL SR FLTG LTD
19545,AMERICAN CAPITAL SR FLTG LTD
19545,AMERICAN CAPITAL SR FLTG LTD
19545,AMERICAN CAPITAL SR FLTG LTD
19545,AMERICAN CAPITAL SR FLTG LTD
19553,RBC QUANT CDN DIV LEADRS ETF
19553,RBC QUANT CDN DIV LEADRS ETF
19553,RBC QUANT CDN DIV LEADRS ETF
19553,RBC QUANT CDN DIV LEADRS ETF
19553,RBC QUANT CDN DIV LEADRS ETF
19554,RBC QUANT US DIV LEADERS ETF
19554,RBC QUANT US DIV LEADERS ETF
19554,RBC QUANT US DIV LEADERS ETF
19554,RBC QUANT US DIV LEADERS ETF
19554,RBC QUANT US DIV LEADERS ETF
19555,RBC QUANT EAFE DIV LEADERS
19555,RBC QUANT EAFE DIV LEADERS
19555,RBC QUANT EAFE DIV LEADERS
19555,RBC QUANT EAFE DIV LEADERS
19555,RBC QUANT EAFE DIV LEADERS
19556,RBC 1-5 YR LADDERED CORP BD
19556,RBC 1-5 YR LADDERED CORP BD
19556,RBC 1-5 YR LADDERED CORP BD
19556,RBC 1-5 YR LADDERED CORP BD
19556,RBC 1-5 YR LADDERED CORP BD
19565,RIO TINTO GROUP
19565,RIO TINTO GROUP
19565,RIO TINTO GROUP
19565,RIO TINTO GROUP
19565,RIO TINTO GROUP
19565,RIO TINTO GROUP
19565,RIO TINTO GROUP
19565,RIO TINTO GROUP
19570,S & T BANCORP INC
19570,S & T BANCORP INC
19570,S & T BANCORP INC
19570,S & T BANCORP INC
19570,S & T BANCORP INC
19570,S & T BANCORP INC
19570,S & T BANCORP INC
19570,S & T BANCORP INC
19570,S & T BANCORP INC
19570,S & T BANCORP INC
19570,S & T BANCORP INC
19570,S & T BANCORP INC
19570,S & T BANCORP INC
19570,S & T BANCORP INC
19570,S & T BANCORP INC
19570,S & T BANCORP INC
19570,S & T BANCORP INC
19570,S & T BANCORP INC
19574,NEW MEDIA INVESTMENT GROUP
19574,NEW MEDIA INVESTMENT GROUP
19574,NEW MEDIA INVESTMENT GROUP
19574,NEW MEDIA INVESTMENT GROUP
19574,NEW MEDIA INVESTMENT GROUP
19574,NEW MEDIA INVESTMENT GROUP
19574,NEW MEDIA INVESTMENT GROUP
19574,NEW MEDIA INVESTMENT GROUP
19574,NEW MEDIA INVESTMENT GROUP
19576,HENNESSY CAPITAL ACQUISITION
19578,TRIBUNE PUBLISHING CO
19578,TRIBUNE PUBLISHING CO
19578,TRIBUNE PUBLISHING CO
19578,TRIBUNE PUBLISHING CO
19578,TRIBUNE PUBLISHING CO
19578,TRIBUNE PUBLISHING CO
19578,TRIBUNE PUBLISHING CO
19578,TRIBUNE PUBLISHING CO
19580,TIME INC
19580,TIME INC
19580,TIME INC
19580,TIME INC
19580,TIME INC
19580,TIME INC
19580,TIME INC
19581,LANDS' END INC
19581,LANDS' END INC
19581,LANDS' END INC
19581,LANDS' END INC
19581,LANDS' END INC
19581,LANDS' END INC
19581,LANDS' END INC
19581,LANDS' END INC
19581,LANDS' END INC
19581,LANDS' END INC
19582,CARETRUST REIT INC
19582,CARETRUST REIT INC
19582,CARETRUST REIT INC
19582,CARETRUST REIT INC
19582,CARETRUST REIT INC
19582,CARETRUST REIT INC
19582,CARETRUST REIT INC
19582,CARETRUST REIT INC
19582,CARETRUST REIT INC
19582,CARETRUST REIT INC
19582,CARETRUST REIT INC
19582,CARETRUST REIT INC
19582,CARETRUST REIT INC
19582,CARETRUST REIT INC
19582,CARETRUST REIT INC
19582,CARETRUST REIT INC
19600,CYMABAY THERAPEUTICS INC
19600,CYMABAY THERAPEUTICS INC
19600,CYMABAY THERAPEUTICS INC
19600,CYMABAY THERAPEUTICS INC
19600,CYMABAY THERAPEUTICS INC
19600,CYMABAY THERAPEUTICS INC
19600,CYMABAY THERAPEUTICS INC
19600,CYMABAY THERAPEUTICS INC
19602,TURTLE BEACH CORP
19602,TURTLE BEACH CORP
19602,TURTLE BEACH CORP
19602,TURTLE BEACH CORP
19602,TURTLE BEACH CORP
19602,TURTLE BEACH CORP
19602,TURTLE BEACH CORP
19602,TURTLE BEACH CORP
19602,TURTLE BEACH CORP
19605,RAND CAPITAL CORP
19605,RAND CAPITAL CORP
19605,RAND CAPITAL CORP
19605,RAND CAPITAL CORP
19605,RAND CAPITAL CORP
19605,RAND CAPITAL CORP
19605,RAND CAPITAL CORP
19605,RAND CAPITAL CORP
19605,RAND CAPITAL CORP
19622,MPHASE TECHNOLOGIES INC
19622,MPHASE TECHNOLOGIES INC
19622,MPHASE TECHNOLOGIES INC
19622,MPHASE TECHNOLOGIES INC
19622,MPHASE TECHNOLOGIES INC
19622,MPHASE TECHNOLOGIES INC
19622,MPHASE TECHNOLOGIES INC
19622,MPHASE TECHNOLOGIES INC
19622,MPHASE TECHNOLOGIES INC
19625,TELMEX-TELEFONOS DE MEXICO
19625,TELMEX-TELEFONOS DE MEXICO
19635,EDGEWATER BANCORP INC
19635,EDGEWATER BANCORP INC
19635,EDGEWATER BANCORP INC
19635,EDGEWATER BANCORP INC
19635,EDGEWATER BANCORP INC
19635,EDGEWATER BANCORP INC
19635,EDGEWATER BANCORP INC
19635,EDGEWATER BANCORP INC
19635,EDGEWATER BANCORP INC
19635,EDGEWATER BANCORP INC
19636,ETF SERIES VIDENT CORE US EQ
19636,ETF SERIES VIDENT CORE US EQ
19636,ETF SERIES VIDENT CORE US EQ
19636,ETF SERIES VIDENT CORE US EQ
19636,ETF SERIES VIDENT CORE US EQ
19638,DIREXION DAILY EUR BULL 3X
19638,DIREXION DAILY EUR BULL 3X
19638,DIREXION DAILY EUR BULL 3X
19638,DIREXION DAILY EUR BULL 3X
19638,DIREXION DAILY EUR BULL 3X
19640,CONA RESOURCES LTD
19640,CONA RESOURCES LTD
19640,CONA RESOURCES LTD
19640,CONA RESOURCES LTD
19640,CONA RESOURCES LTD
19640,CONA RESOURCES LTD
19640,CONA RESOURCES LTD
19645,STARSTREAM ENTERTAINMENT
19645,STARSTREAM ENTERTAINMENT
19647,LENDINGCLUB CORP
19647,LENDINGCLUB CORP
19647,LENDINGCLUB CORP
19647,LENDINGCLUB CORP
19647,LENDINGCLUB CORP
19647,LENDINGCLUB CORP
19647,LENDINGCLUB CORP
19647,LENDINGCLUB CORP
19647,LENDINGCLUB CORP
19649,SABRE CORP
19649,SABRE CORP
19649,SABRE CORP
19649,SABRE CORP
19649,SABRE CORP
19649,SABRE CORP
19649,SABRE CORP
19649,SABRE CORP
19649,SABRE CORP
19650,PIMCO DIVERS INCM ACTIVE ETF
19650,PIMCO DIVERS INCM ACTIVE ETF
19650,PIMCO DIVERS INCM ACTIVE ETF
19658,TOWER BANCORP INC
19658,TOWER BANCORP INC
19659,TOWN & COUNTRY FINANCIAL CP
19659,TOWN & COUNTRY FINANCIAL CP
19659,TOWN & COUNTRY FINANCIAL CP
19659,TOWN & COUNTRY FINANCIAL CP
19659,TOWN & COUNTRY FINANCIAL CP
19659,TOWN & COUNTRY FINANCIAL CP
19659,TOWN & COUNTRY FINANCIAL CP
19659,TOWN & COUNTRY FINANCIAL CP
19659,TOWN & COUNTRY FINANCIAL CP
19659,TOWN & COUNTRY FINANCIAL CP
19659,TOWN & COUNTRY FINANCIAL CP
19659,TOWN & COUNTRY FINANCIAL CP
19659,TOWN & COUNTRY FINANCIAL CP
19659,TOWN & COUNTRY FINANCIAL CP
19659,TOWN & COUNTRY FINANCIAL CP
19659,TOWN & COUNTRY FINANCIAL CP
19660,PIMCO ENHANCED LOW DUR ACTIV
19660,PIMCO ENHANCED LOW DUR ACTIV
19660,PIMCO ENHANCED LOW DUR ACTIV
19660,PIMCO ENHANCED LOW DUR ACTIV
19660,PIMCO ENHANCED LOW DUR ACTIV
19661,TOYOTA MOTOR CORP
19661,TOYOTA MOTOR CORP
19661,TOYOTA MOTOR CORP
19661,TOYOTA MOTOR CORP
19661,TOYOTA MOTOR CORP
19661,TOYOTA MOTOR CORP
19661,TOYOTA MOTOR CORP
19661,TOYOTA MOTOR CORP
19661,TOYOTA MOTOR CORP
19667,MARKET VECTORS INTL QUALITY
19668,MARKET VECTORS EM MKTS QUAL
19669,MARKET VECTORS INTL QUAL DIV
19670,MARKET VECTORS EM MKTS Q DIV
19671,XTRACKERS MSCI ALL WORLD EX
19671,XTRACKERS MSCI ALL WORLD EX
19671,XTRACKERS MSCI ALL WORLD EX
19671,XTRACKERS MSCI ALL WORLD EX
19671,XTRACKERS MSCI ALL WORLD EX
19672,XTRACKERS MSCI SOUTH KORE HG
19672,XTRACKERS MSCI SOUTH KORE HG
19672,XTRACKERS MSCI SOUTH KORE HG
19672,XTRACKERS MSCI SOUTH KORE HG
19672,XTRACKERS MSCI SOUTH KORE HG
19673,DEUTSCHE X-TRKRS MSCI MX HDG
19673,DEUTSCHE X-TRKRS MSCI MX HDG
19673,DEUTSCHE X-TRKRS MSCI MX HDG
19673,DEUTSCHE X-TRKRS MSCI MX HDG
19683,DIREXION ZACKS MLP HIGH INCM
19683,DIREXION ZACKS MLP HIGH INCM
19683,DIREXION ZACKS MLP HIGH INCM
19683,DIREXION ZACKS MLP HIGH INCM
19683,DIREXION ZACKS MLP HIGH INCM
19692,FEC RESOURCES INC
19692,FEC RESOURCES INC
19692,FEC RESOURCES INC
19692,FEC RESOURCES INC
19692,FEC RESOURCES INC
19692,FEC RESOURCES INC
19692,FEC RESOURCES INC
19692,FEC RESOURCES INC
19692,FEC RESOURCES INC
19696,UNI-SELECT INC
19696,UNI-SELECT INC
19696,UNI-SELECT INC
19696,UNI-SELECT INC
19696,UNI-SELECT INC
19696,UNI-SELECT INC
19696,UNI-SELECT INC
19696,UNI-SELECT INC
19696,UNI-SELECT INC
19712,OXBRIDGE RE HOLDINGS LTD
19712,OXBRIDGE RE HOLDINGS LTD
19712,OXBRIDGE RE HOLDINGS LTD
19712,OXBRIDGE RE HOLDINGS LTD
19712,OXBRIDGE RE HOLDINGS LTD
19712,OXBRIDGE RE HOLDINGS LTD
19713,UNION BANKSHARES CORP
19713,UNION BANKSHARES CORP
19713,UNION BANKSHARES CORP
19713,UNION BANKSHARES CORP
19713,UNION BANKSHARES CORP
19713,UNION BANKSHARES CORP
19713,UNION BANKSHARES CORP
19713,UNION BANKSHARES CORP
19713,UNION BANKSHARES CORP
19713,UNION BANKSHARES CORP
19713,UNION BANKSHARES CORP
19713,UNION BANKSHARES CORP
19713,UNION BANKSHARES CORP
19713,UNION BANKSHARES CORP
19713,UNION BANKSHARES CORP
19713,UNION BANKSHARES CORP
19713,UNION BANKSHARES CORP
19713,UNION BANKSHARES CORP
19715,CHANGING TECHNOLOGIES INC
19715,CHANGING TECHNOLOGIES INC
19715,CHANGING TECHNOLOGIES INC
19717,AQUINOX PHARMACEUTICALS INC
19717,AQUINOX PHARMACEUTICALS INC
19717,AQUINOX PHARMACEUTICALS INC
19717,AQUINOX PHARMACEUTICALS INC
19717,AQUINOX PHARMACEUTICALS INC
19717,AQUINOX PHARMACEUTICALS INC
19717,AQUINOX PHARMACEUTICALS INC
19718,ACHAOGEN INC
19718,ACHAOGEN INC
19718,ACHAOGEN INC
19718,ACHAOGEN INC
19718,ACHAOGEN INC
19718,ACHAOGEN INC
19718,ACHAOGEN INC
19719,RESONANT INC
19719,RESONANT INC
19719,RESONANT INC
19719,RESONANT INC
19719,RESONANT INC
19719,RESONANT INC
19720,SOUTHERN CONCEPTS RESTAURANT
19720,SOUTHERN CONCEPTS RESTAURANT
19720,SOUTHERN CONCEPTS RESTAURANT
19720,SOUTHERN CONCEPTS RESTAURANT
19722,BIOPHARMX CORP
19722,BIOPHARMX CORP
19722,BIOPHARMX CORP
19722,BIOPHARMX CORP
19722,BIOPHARMX CORP
19722,BIOPHARMX CORP
19722,BIOPHARMX CORP
19730,PAYLOCITY HOLDING CORP
19730,PAYLOCITY HOLDING CORP
19730,PAYLOCITY HOLDING CORP
19730,PAYLOCITY HOLDING CORP
19730,PAYLOCITY HOLDING CORP
19730,PAYLOCITY HOLDING CORP
19730,PAYLOCITY HOLDING CORP
19730,PAYLOCITY HOLDING CORP
19731,ORBITAL CORP LTD
19731,ORBITAL CORP LTD
19731,ORBITAL CORP LTD
19731,ORBITAL CORP LTD
19734,WISDOMTREE FLO RATE TRE FUND
19734,WISDOMTREE FLO RATE TRE FUND
19734,WISDOMTREE FLO RATE TRE FUND
19734,WISDOMTREE FLO RATE TRE FUND
19734,WISDOMTREE FLO RATE TRE FUND
19735,ISHARES CURRENCY HG MSCI JPN
19735,ISHARES CURRENCY HG MSCI JPN
19735,ISHARES CURRENCY HG MSCI JPN
19735,ISHARES CURRENCY HG MSCI JPN
19735,ISHARES CURRENCY HG MSCI JPN
19740,ISHARES CURRENCY HG MSCI GER
19740,ISHARES CURRENCY HG MSCI GER
19740,ISHARES CURRENCY HG MSCI GER
19740,ISHARES CURRENCY HG MSCI GER
19740,ISHARES CURRENCY HG MSCI GER
19743,ISHARES CRRENCY HD MSCI EAFE
19743,ISHARES CRRENCY HD MSCI EAFE
19743,ISHARES CRRENCY HD MSCI EAFE
19743,ISHARES CRRENCY HD MSCI EAFE
19743,ISHARES CRRENCY HD MSCI EAFE
19744,JD.COM INC  -ADR
19744,JD.COM INC  -ADR
19744,JD.COM INC  -ADR
19744,JD.COM INC  -ADR
19744,JD.COM INC  -ADR
19744,JD.COM INC  -ADR
19744,JD.COM INC  -ADR
19746,FIRST TR ALPHADEX EUR DIV
19746,FIRST TR ALPHADEX EUR DIV
19746,FIRST TR ALPHADEX EUR DIV
19746,FIRST TR ALPHADEX EUR DIV
19746,FIRST TR ALPHADEX EUR DIV
19747,QUOTIENT TECHNOLOGY INC
19747,QUOTIENT TECHNOLOGY INC
19747,QUOTIENT TECHNOLOGY INC
19747,QUOTIENT TECHNOLOGY INC
19747,QUOTIENT TECHNOLOGY INC
19747,QUOTIENT TECHNOLOGY INC
19747,QUOTIENT TECHNOLOGY INC
19747,QUOTIENT TECHNOLOGY INC
19747,QUOTIENT TECHNOLOGY INC
19748,ISHARES TREAS FLTG RATE BD
19748,ISHARES TREAS FLTG RATE BD
19748,ISHARES TREAS FLTG RATE BD
19748,ISHARES TREAS FLTG RATE BD
19748,ISHARES TREAS FLTG RATE BD
19749,ISHARES IBDS SEP 2019 MUNI
19749,ISHARES IBDS SEP 2019 MUNI
19749,ISHARES IBDS SEP 2019 MUNI
19749,ISHARES IBDS SEP 2019 MUNI
19749,ISHARES IBDS SEP 2019 MUNI
19752,CM FINANCE INC
19752,CM FINANCE INC
19752,CM FINANCE INC
19752,CM FINANCE INC
19752,CM FINANCE INC
19752,CM FINANCE INC
19752,CM FINANCE INC
19753,RUBICON PROJECT INC
19753,RUBICON PROJECT INC
19753,RUBICON PROJECT INC
19753,RUBICON PROJECT INC
19753,RUBICON PROJECT INC
19753,RUBICON PROJECT INC
19753,RUBICON PROJECT INC
19753,RUBICON PROJECT INC
19757,DIPEXIUM PHARMACEUTICALS INC
19757,DIPEXIUM PHARMACEUTICALS INC
19757,DIPEXIUM PHARMACEUTICALS INC
19757,DIPEXIUM PHARMACEUTICALS INC
19757,DIPEXIUM PHARMACEUTICALS INC
19758,DIAMOND S SHIPING GP  -REDH
19758,DIAMOND S SHIPING GP  -REDH
19761,CONTRAVIR PHARMACEUTICALS
19761,CONTRAVIR PHARMACEUTICALS
19761,CONTRAVIR PHARMACEUTICALS
19761,CONTRAVIR PHARMACEUTICALS
19761,CONTRAVIR PHARMACEUTICALS
19761,CONTRAVIR PHARMACEUTICALS
19762,EXEO ENTERTAINMENT INC
19762,EXEO ENTERTAINMENT INC
19762,EXEO ENTERTAINMENT INC
19762,EXEO ENTERTAINMENT INC
19762,EXEO ENTERTAINMENT INC
19762,EXEO ENTERTAINMENT INC
19769,CARDAX INC
19769,CARDAX INC
19769,CARDAX INC
19769,CARDAX INC
19769,CARDAX INC
19769,CARDAX INC
19769,CARDAX INC
19770,ANTERO MIDSTREAM PARTNERS LP
19770,ANTERO MIDSTREAM PARTNERS LP
19770,ANTERO MIDSTREAM PARTNERS LP
19770,ANTERO MIDSTREAM PARTNERS LP
19770,ANTERO MIDSTREAM PARTNERS LP
19770,ANTERO MIDSTREAM PARTNERS LP
19770,ANTERO MIDSTREAM PARTNERS LP
19770,ANTERO MIDSTREAM PARTNERS LP
19771,GALMED PHARMACEUTICALS LTD
19771,GALMED PHARMACEUTICALS LTD
19771,GALMED PHARMACEUTICALS LTD
19771,GALMED PHARMACEUTICALS LTD
19771,GALMED PHARMACEUTICALS LTD
19771,GALMED PHARMACEUTICALS LTD
19771,GALMED PHARMACEUTICALS LTD
19772,BIOBLAST PHARMA LTD
19772,BIOBLAST PHARMA LTD
19772,BIOBLAST PHARMA LTD
19772,BIOBLAST PHARMA LTD
19772,BIOBLAST PHARMA LTD
19772,BIOBLAST PHARMA LTD
19773,CASTLIGHT HEALTH INC
19773,CASTLIGHT HEALTH INC
19773,CASTLIGHT HEALTH INC
19773,CASTLIGHT HEALTH INC
19773,CASTLIGHT HEALTH INC
19773,CASTLIGHT HEALTH INC
19773,CASTLIGHT HEALTH INC
19773,CASTLIGHT HEALTH INC
19780,ADVISORSHARES INTL GOLD ETF
19781,ADVISORSHARES GARTMN GLD/YEN
19781,ADVISORSHARES GARTMN GLD/YEN
19781,ADVISORSHARES GARTMN GLD/YEN
19782,ADVISORSHS GARTMAN GOLD/EURO
19782,ADVISORSHS GARTMAN GOLD/EURO
19782,ADVISORSHS GARTMAN GOLD/EURO
19783,ADVISORSHARES GARTMAN GLD/BP
19784,EAGLE PHARMACEUTICALS INC
19784,EAGLE PHARMACEUTICALS INC
19784,EAGLE PHARMACEUTICALS INC
19784,EAGLE PHARMACEUTICALS INC
19784,EAGLE PHARMACEUTICALS INC
19784,EAGLE PHARMACEUTICALS INC
19784,EAGLE PHARMACEUTICALS INC
19784,EAGLE PHARMACEUTICALS INC
19788,INTERTAIN GROUP LTD
19788,INTERTAIN GROUP LTD
19788,INTERTAIN GROUP LTD
19788,INTERTAIN GROUP LTD
19788,INTERTAIN GROUP LTD
19788,INTERTAIN GROUP LTD
19790,CUR MEDIA INC
19790,CUR MEDIA INC
19790,CUR MEDIA INC
19790,CUR MEDIA INC
19790,CUR MEDIA INC
19790,CUR MEDIA INC
19791,MEDISUN PRECISION MEDICINE L
19791,MEDISUN PRECISION MEDICINE L
19791,MEDISUN PRECISION MEDICINE L
19800,COREPOINT LODGING INC
19800,COREPOINT LODGING INC
19800,COREPOINT LODGING INC
19800,COREPOINT LODGING INC
19800,COREPOINT LODGING INC
19800,COREPOINT LODGING INC
19800,COREPOINT LODGING INC
19800,COREPOINT LODGING INC
19801,PQ HOLDINGS INC-REDH
19801,PQ HOLDINGS INC-REDH
19802,RIMINI STREET INC
19802,RIMINI STREET INC
19802,RIMINI STREET INC
19802,RIMINI STREET INC
19802,RIMINI STREET INC
19805,BMO MSCI EUR HI QUAL HDG CAN
19805,BMO MSCI EUR HI QUAL HDG CAN
19805,BMO MSCI EUR HI QUAL HDG CAN
19805,BMO MSCI EUR HI QUAL HDG CAN
19805,BMO MSCI EUR HI QUAL HDG CAN
19807,U S HOME SYSTEMS INC
19807,U S HOME SYSTEMS INC
19808,BMO S-TERM US IG CORP BD HGD
19808,BMO S-TERM US IG CORP BD HGD
19808,BMO S-TERM US IG CORP BD HGD
19808,BMO S-TERM US IG CORP BD HGD
19808,BMO S-TERM US IG CORP BD HGD
19809,BMO MSCI EAFE INDEX ETF
19809,BMO MSCI EAFE INDEX ETF
19809,BMO MSCI EAFE INDEX ETF
19809,BMO MSCI EAFE INDEX ETF
19809,BMO MSCI EAFE INDEX ETF
19810,BMO US HIGH DIV COVERED CALL
19810,BMO US HIGH DIV COVERED CALL
19810,BMO US HIGH DIV COVERED CALL
19810,BMO US HIGH DIV COVERED CALL
19810,BMO US HIGH DIV COVERED CALL
19811,BMO FLOATING RATE HI YLD ETF
19811,BMO FLOATING RATE HI YLD ETF
19811,BMO FLOATING RATE HI YLD ETF
19811,BMO FLOATING RATE HI YLD ETF
19811,BMO FLOATING RATE HI YLD ETF
19812,BMO EQUAL WEIGHT US BKS INDX
19812,BMO EQUAL WEIGHT US BKS INDX
19812,BMO EQUAL WEIGHT US BKS INDX
19812,BMO EQUAL WEIGHT US BKS INDX
19812,BMO EQUAL WEIGHT US BKS INDX
19813,BMO DISCOUNT BOND INDEX ETF
19813,BMO DISCOUNT BOND INDEX ETF
19813,BMO DISCOUNT BOND INDEX ETF
19813,BMO DISCOUNT BOND INDEX ETF
19813,BMO DISCOUNT BOND INDEX ETF
19815,FIRST CHOICE BANCORP
19815,FIRST CHOICE BANCORP
19815,FIRST CHOICE BANCORP
19815,FIRST CHOICE BANCORP
19815,FIRST CHOICE BANCORP
19815,FIRST CHOICE BANCORP
19815,FIRST CHOICE BANCORP
19815,FIRST CHOICE BANCORP
19817,UNIVEST FINANCIAL CORP
19817,UNIVEST FINANCIAL CORP
19817,UNIVEST FINANCIAL CORP
19817,UNIVEST FINANCIAL CORP
19817,UNIVEST FINANCIAL CORP
19817,UNIVEST FINANCIAL CORP
19817,UNIVEST FINANCIAL CORP
19817,UNIVEST FINANCIAL CORP
19817,UNIVEST FINANCIAL CORP
19817,UNIVEST FINANCIAL CORP
19817,UNIVEST FINANCIAL CORP
19817,UNIVEST FINANCIAL CORP
19817,UNIVEST FINANCIAL CORP
19817,UNIVEST FINANCIAL CORP
19817,UNIVEST FINANCIAL CORP
19817,UNIVEST FINANCIAL CORP
19817,UNIVEST FINANCIAL CORP
19817,UNIVEST FINANCIAL CORP
19821,REJUVEL BIO-SCIENCES INC
19821,REJUVEL BIO-SCIENCES INC
19821,REJUVEL BIO-SCIENCES INC
19821,REJUVEL BIO-SCIENCES INC
19824,ANGLOGOLD ASHANTI LTD
19824,ANGLOGOLD ASHANTI LTD
19824,ANGLOGOLD ASHANTI LTD
19824,ANGLOGOLD ASHANTI LTD
19824,ANGLOGOLD ASHANTI LTD
19824,ANGLOGOLD ASHANTI LTD
19824,ANGLOGOLD ASHANTI LTD
19824,ANGLOGOLD ASHANTI LTD
19825,SUCCESS HOLDING GROUP INTL
19825,SUCCESS HOLDING GROUP INTL
19825,SUCCESS HOLDING GROUP INTL
19830,BORDERFREE INC
19830,BORDERFREE INC
19830,BORDERFREE INC
19830,BORDERFREE INC
19832,ARAVIVE INC
19832,ARAVIVE INC
19832,ARAVIVE INC
19832,ARAVIVE INC
19832,ARAVIVE INC
19832,ARAVIVE INC
19833,CI FIRST ASSET MSCI CDN LOWR
19833,CI FIRST ASSET MSCI CDN LOWR
19833,CI FIRST ASSET MSCI CDN LOWR
19833,CI FIRST ASSET MSCI CDN LOWR
19833,CI FIRST ASSET MSCI CDN LOWR
19834,CI FIRST ASSET MSCI WLD LOWR
19834,CI FIRST ASSET MSCI WLD LOWR
19834,CI FIRST ASSET MSCI WLD LOWR
19834,CI FIRST ASSET MSCI WLD LOWR
19834,CI FIRST ASSET MSCI WLD LOWR
19835,VALLEY HIGH MINING CO
19835,VALLEY HIGH MINING CO
19835,VALLEY HIGH MINING CO
19835,VALLEY HIGH MINING CO
19835,VALLEY HIGH MINING CO
19835,VALLEY HIGH MINING CO
19838,UNITED DEV FUNDING III LP
19838,UNITED DEV FUNDING III LP
19838,UNITED DEV FUNDING III LP
19838,UNITED DEV FUNDING III LP
19838,UNITED DEV FUNDING III LP
19843,SMART & FINAL STORES INC
19843,SMART & FINAL STORES INC
19843,SMART & FINAL STORES INC
19843,SMART & FINAL STORES INC
19843,SMART & FINAL STORES INC
19843,SMART & FINAL STORES INC
19843,SMART & FINAL STORES INC
19843,SMART & FINAL STORES INC
19843,SMART & FINAL STORES INC
19845,LUMENIS LTD
19845,LUMENIS LTD
19845,LUMENIS LTD
19845,LUMENIS LTD
19845,LUMENIS LTD
19848,STAFFING GROUP LTD
19848,STAFFING GROUP LTD
19848,STAFFING GROUP LTD
19848,STAFFING GROUP LTD
19849,A10 NETWORKS INC
19849,A10 NETWORKS INC
19849,A10 NETWORKS INC
19849,A10 NETWORKS INC
19849,A10 NETWORKS INC
19849,A10 NETWORKS INC
19849,A10 NETWORKS INC
19849,A10 NETWORKS INC
19849,A10 NETWORKS INC
19851,CITY OFFICE REIT INC
19851,CITY OFFICE REIT INC
19851,CITY OFFICE REIT INC
19851,CITY OFFICE REIT INC
19851,CITY OFFICE REIT INC
19851,CITY OFFICE REIT INC
19851,CITY OFFICE REIT INC
19855,INVENTRUST PROPERTIES CORP
19855,INVENTRUST PROPERTIES CORP
19855,INVENTRUST PROPERTIES CORP
19855,INVENTRUST PROPERTIES CORP
